id,basisOfRecord,occurrenceID,recordedBy,eventDate,islandGroup,country,countryCode,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,identificationQualifier,scientificName,kingdom,family,taxonRank
plant-occurrences_raja-ampat_j-schrader_2020_236,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_236,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.516795,130.570633,WGS84,30,,Exocarpos latifolius R.Br.,Plantae,Santalaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_237,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_237,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.506466,130.593247,WGS84,30,,Planchonella obovata (R.Br.) Pierre,Plantae,Sapotaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_238,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_238,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.515559,130.587233,WGS84,30,,Ixora timorensis Decne.,Plantae,Rubiaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_239,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_239,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.521507,130.580747,WGS84,30,,Exocarpos latifolius R.Br.,Plantae,Santalaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_24,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_24,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.51154,130.562918,WGS84,30,,Planchonella obovata (R.Br.) Pierre,Plantae,Sapotaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_240,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_240,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.519774,130.583095,WGS84,30,,Calophyllum vexans P.F.Stevens,Plantae,Clusiaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_241,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_241,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.512834,130.587456,WGS84,30,,Ficus microcarpa L.f.,Plantae,Moraceae,species
plant-occurrences_raja-ampat_j-schrader_2020_242,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_242,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.516057,130.586318,WGS84,30,,Diospyros maritima Blume,Plantae,Ebenaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_243,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_243,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.516057,130.586318,WGS84,30,,Aglaia elaeagnoidea (A.Juss.) Benth.,Plantae,Meliaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_244,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_244,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.516375,130.587596,WGS84,30,,Buchanania arborescens (Blume) Blume,Plantae,Anacardiaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_245,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_245,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.516615,130.572347,WGS84,30,,Ficus microcarpa L.f.,Plantae,Moraceae,species
plant-occurrences_raja-ampat_j-schrader_2020_246,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_246,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.516095,130.583098,WGS84,30,,Wikstroemia androsaemifolia Decne.,Plantae,Thymelaeaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_247,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_247,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.520461,130.5808,WGS84,30,,Decaspermum bracteatum (Roxb.) A.J.Scott,Plantae,Myrtaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_248,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_248,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.515251,130.568484,WGS84,30,,Intsia bijuga (Colebr.) Kuntze,Plantae,Leguminosae,species
plant-occurrences_raja-ampat_j-schrader_2020_249,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_249,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.515023,130.569425,WGS84,30,,Intsia bijuga (Colebr.) Kuntze,Plantae,Leguminosae,species
plant-occurrences_raja-ampat_j-schrader_2020_25,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_25,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.51154,130.562918,WGS84,30,,Timonius DC.,Plantae,Rubiaceae,genus
plant-occurrences_raja-ampat_j-schrader_2020_250,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_250,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.512759,130.593698,WGS84,30,,Ficus microcarpa L.f.,Plantae,Moraceae,species
plant-occurrences_raja-ampat_j-schrader_2020_251,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_251,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.521507,130.580747,WGS84,30,,Severinia lauterbachii Swingle,Plantae,Rutaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_252,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_252,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.517399,130.584217,WGS84,30,,Planchonella obovata (R.Br.) Pierre,Plantae,Sapotaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_253,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_253,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.516057,130.586318,WGS84,30,,Exocarpos latifolius R.Br.,Plantae,Santalaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_254,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_254,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.516375,130.587596,WGS84,30,,Wikstroemia androsaemifolia Decne.,Plantae,Thymelaeaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_255,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_255,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.513039,130.557711,WGS84,30,,Timonius DC.,Plantae,Rubiaceae,genus
plant-occurrences_raja-ampat_j-schrader_2020_256,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_256,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.516095,130.583098,WGS84,30,,Exocarpos latifolius R.Br.,Plantae,Santalaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_257,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_257,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.520461,130.5808,WGS84,30,,Phyllanthus praelongipes Airy Shaw & G.L.Webster,Plantae,Phyllanthaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_258,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_258,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.515251,130.568484,WGS84,30,,Planchonella obovata (R.Br.) Pierre,Plantae,Sapotaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_259,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_259,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.515023,130.569425,WGS84,30,,Diospyros maritima Blume,Plantae,Ebenaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_26,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_26,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.51154,130.562918,WGS84,30,,Eugenia reinwardtiana (Blume) A.Cunn. ex DC.,Plantae,Myrtaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_260,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_260,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.516626,130.572132,WGS84,30,,Planchonella obovata (R.Br.) Pierre,Plantae,Sapotaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_261,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_261,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.516626,130.572132,WGS84,30,,Tarenna sambucina (G.Forst.) T.Durand ex Drake,Plantae,Rubiaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_263,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_263,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.521507,130.580747,WGS84,30,,Planchonella obovata (R.Br.) Pierre,Plantae,Sapotaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_264,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_264,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.517399,130.584217,WGS84,30,,Diospyros maritima Blume,Plantae,Ebenaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_265,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_265,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.512834,130.587456,WGS84,30,,Eugenia reinwardtiana (Blume) A.Cunn. ex DC.,Plantae,Myrtaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_266,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_266,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.518895,130.583215,WGS84,30,,Guettarda speciosa L.,Plantae,Rubiaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_267,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_267,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.516375,130.587596,WGS84,30,,Intsia bijuga (Colebr.) Kuntze,Plantae,Leguminosae,species
plant-occurrences_raja-ampat_j-schrader_2020_268,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_268,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.516375,130.587596,WGS84,30,,Podocarpus neriifolius D.Don,Plantae,Podocarpaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_269,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_269,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.515429,130.588068,WGS84,30,,Wikstroemia androsaemifolia Decne.,Plantae,Thymelaeaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_27,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_27,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.512876,130.560728,WGS84,30,,Tarenna sambucina (G.Forst.) T.Durand ex Drake,Plantae,Rubiaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_270,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_270,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.517726,130.569355,WGS84,30,,Diospyros maritima Blume,Plantae,Ebenaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_271,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_271,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.517726,130.569355,WGS84,30,,Ficus microcarpa L.f.,Plantae,Moraceae,species
plant-occurrences_raja-ampat_j-schrader_2020_273,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_273,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.516095,130.583098,WGS84,30,,Intsia bijuga (Colebr.) Kuntze,Plantae,Leguminosae,species
plant-occurrences_raja-ampat_j-schrader_2020_274,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_274,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.516095,130.583098,WGS84,30,,Eugenia reinwardtiana (Blume) A.Cunn. ex DC.,Plantae,Myrtaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_275,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_275,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.520461,130.5808,WGS84,30,,Allophylus cobbe (L.) Raeusch.,Plantae,Sapindaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_276,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_276,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.517134,130.588345,WGS84,30,,Glochidion castaneum Airy Shaw,Plantae,Phyllanthaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_277,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_277,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.512759,130.593698,WGS84,30,,Diospyros maritima Blume,Plantae,Ebenaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_278,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_278,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.519774,130.583095,WGS84,30,,Diospyros maritima Blume,Plantae,Ebenaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_279,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_279,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.519774,130.583095,WGS84,30,,Decaspermum bracteatum (Roxb.) A.J.Scott,Plantae,Myrtaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_28,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_28,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.512876,130.560728,WGS84,30,,Exocarpos latifolius R.Br.,Plantae,Santalaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_280,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_280,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.517399,130.584217,WGS84,30,,Glochidion castaneum Airy Shaw,Plantae,Phyllanthaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_281,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_281,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.516057,130.586318,WGS84,30,,Antidesma bunius (L.) Spreng.,Plantae,Phyllanthaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_283,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_283,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.515429,130.588068,WGS84,30,,Guettarda speciosa L.,Plantae,Rubiaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_284,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_284,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.515429,130.588068,WGS84,30,,Calophyllum vexans P.F.Stevens,Plantae,Clusiaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_285,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_285,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.516095,130.583098,WGS84,30,,Diospyros maritima Blume,Plantae,Ebenaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_286,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_286,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.514338,130.570002,WGS84,30,,Wikstroemia androsaemifolia Decne.,Plantae,Thymelaeaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_287,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_287,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.51154,130.562918,WGS84,30,,Diospyros maritima Blume,Plantae,Ebenaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_288,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_288,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.509643,130.59385,WGS84,30,,Geniostoma rupestre J.R.Forst. & G.Forst.,Plantae,Loganiaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_289,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_289,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.517726,130.569355,WGS84,30,,Gnetum gnemon L.,Plantae,Gnetaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_29,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_29,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.512876,130.560728,WGS84,30,,Guettarda speciosa L.,Plantae,Rubiaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_290,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_290,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.51154,130.562918,WGS84,30,,Geijera Schott,Plantae,Rutaceae,genus
plant-occurrences_raja-ampat_j-schrader_2020_291,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_291,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.516975,130.587849,WGS84,30,,Eugenia reinwardtiana (Blume) A.Cunn. ex DC.,Plantae,Myrtaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_292,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_292,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.517134,130.588345,WGS84,30,,Guettarda speciosa L.,Plantae,Rubiaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_293,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_293,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.512759,130.593698,WGS84,30,,Ixora timorensis Decne.,Plantae,Rubiaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_294,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_294,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.515559,130.587233,WGS84,30,,Planchonella obovata (R.Br.) Pierre,Plantae,Sapotaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_295,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_295,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.517399,130.584217,WGS84,30,,Guettarda speciosa L.,Plantae,Rubiaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_296,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_296,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.518895,130.583215,WGS84,30,,Planchonella obovata (R.Br.) Pierre,Plantae,Sapotaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_297,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_297,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.516057,130.586318,WGS84,30,,Canarium oleosum (Lam.) Engl.,Plantae,Burseraceae,species
plant-occurrences_raja-ampat_j-schrader_2020_298,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_298,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.516375,130.587596,WGS84,30,,Canarium oleosum (Lam.) Engl.,Plantae,Burseraceae,species
plant-occurrences_raja-ampat_j-schrader_2020_299,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_299,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.515429,130.588068,WGS84,30,,Ficus tinctoria G.Forst.,Plantae,Moraceae,species
plant-occurrences_raja-ampat_j-schrader_2020_3,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_3,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.517587,130.568534,WGS84,30,,Planchonella obovata (R.Br.) Pierre,Plantae,Sapotaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_30,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_30,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.512876,130.560728,WGS84,30,,Timonius DC.,Plantae,Rubiaceae,genus
plant-occurrences_raja-ampat_j-schrader_2020_300,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_300,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.517726,130.569355,WGS84,30,,Buchanania arborescens (Blume) Blume,Plantae,Anacardiaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_301,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_301,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.517587,130.568534,WGS84,30,,Wikstroemia androsaemifolia Decne.,Plantae,Thymelaeaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_302,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_302,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.517587,130.568534,WGS84,30,,Timonius DC.,Plantae,Rubiaceae,genus
plant-occurrences_raja-ampat_j-schrader_2020_303,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_303,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.518895,130.583215,WGS84,30,,Diospyros maritima Blume,Plantae,Ebenaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_304,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_304,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.518895,130.583215,WGS84,30,,Micromelum minutum Wight & Arn.,Plantae,Micromelum,species
plant-occurrences_raja-ampat_j-schrader_2020_305,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_305,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.517649,130.584401,WGS84,30,,Ficus tinctoria G.Forst.,Plantae,Moraceae,species
plant-occurrences_raja-ampat_j-schrader_2020_306,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_306,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.516095,130.583098,WGS84,30,,Guettarda speciosa L.,Plantae,Rubiaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_307,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_307,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.517587,130.568534,WGS84,30,,Calophyllum vexans P.F.Stevens,Plantae,Clusiaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_308,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_308,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.517134,130.588345,WGS84,30,cf. Maytenus cupularis,Maytenus cupularis Ding Hou,Plantae,Celastraceae,species
plant-occurrences_raja-ampat_j-schrader_2020_309,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_309,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.512834,130.587456,WGS84,30,,Wikstroemia androsaemifolia Decne.,Plantae,Thymelaeaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_31,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_31,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.512876,130.560728,WGS84,30,,Wikstroemia androsaemifolia Decne.,Plantae,Thymelaeaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_310,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_310,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.515429,130.588068,WGS84,30,,Podocarpus neriifolius D.Don,Plantae,Podocarpaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_311,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_311,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.515251,130.568484,WGS84,30,cf. Maytenus cupularis,Maytenus cupularis Ding Hou,Plantae,Celastraceae,species
plant-occurrences_raja-ampat_j-schrader_2020_312,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_312,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.522155,130.580769,WGS84,30,,Eugenia reinwardtiana (Blume) A.Cunn. ex DC.,Plantae,Myrtaceae,species
plant-occurrences_raja-ampat_j-schrader_2020_314,LivingSpecimen,plant-occurrences_raja-ampat_j-schrader_2020_314,Julian Schrader | Soetjipto Moeljono,2016-06-01/2018-01-30,Raja Ampat,Indonesia,ID,-0.521507,130.580747,WGS84,30,,Aglaia elaeagnoidea (A.Juss.) Benth.,Plantae,Meliaceae,species
